role,certification_name,provider,link
IT Support,Google IT Support Professional Certificate,Coursera,https://www.coursera.org/professional-certificates/google-it-support
IT Support,IT Fundamentals (ITF+),CompTIA,https://www.comptia.org/certifications/it-fundamentals
IT Support,CompTIA A+,CompTIA,https://www.comptia.org/certifications/a
IT Support,Microsoft 365 Fundamentals,Microsoft,https://learn.microsoft.com/en-us/certifications/microsoft-365-fundamentals/

System Administrator,Microsoft Certifications,Microsoft,https://learn.microsoft.com/en-us/certifications/
System Administrator,Azure Administrator Associate,Microsoft,https://learn.microsoft.com/en-us/certifications/azure-administrator/
System Administrator,Red Hat Certified System Administrator (RHCSA),Red Hat,https://www.redhat.com/en/services/certification/rhcsa
System Administrator,LPIC-1 Linux Administrator,LPI,https://www.lpi.org/our-certifications/lpic-1-overview/

Network Support,CompTIA Network+,CompTIA,https://www.comptia.org/certifications/network
Network Support,Cisco CCNA,Cisco,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccna/index.html
Network Support,Cisco Support Technician,Cisco,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/support-technician.html
Network Support,Juniper Networks Certification,Juniper,https://www.juniper.net/us/en/training/certification/tracks/junos.html

Cloud Support,AWS Certified Cloud Practitioner,AWS,https://aws.amazon.com/certification/certified-cloud-practitioner/
Cloud Support,Microsoft Azure Fundamentals,Microsoft,https://learn.microsoft.com/en-us/certifications/azure-fundamentals/
Cloud Support,AWS Solutions Architect Associate,AWS,https://aws.amazon.com/certification/certified-solutions-architect-associate/
Cloud Support,Azure Administrator Associate,Microsoft,https://learn.microsoft.com/en-us/certifications/azure-administrator/

Cybersecurity,Google Cybersecurity Professional Certificate,Coursera,https://www.coursera.org/professional-certificates/google-cybersecurity
Cybersecurity,CompTIA Security+,CompTIA,https://www.comptia.org/certifications/security
Cybersecurity,Certified Ethical Hacker (CEH),EC-Council,https://www.eccouncil.org/train-certify/certified-ethical-hacker-ceh/
Cybersecurity,Cisco CyberOps Associate,Cisco,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/security/cyberops-associate.html

role,certification_name,provider,link
Data Analyst,Google Data Analytics Professional Certificate,Google,https://grow.google/intl/en_in/certificates/
Data Analyst,Data Analytics Certification,Data Tutorials,https://www.youtube.com/playlist?list=PLtS8Ubq2bIlVN4Zom0O-6rBysJs3wns60
Data Analyst,SQL for Data Analysis Certification,YouTube Course,https://www.youtube.com/watch?v=LSBF_vCP6UU

Business Analyst,Business Analysis Certification,Udemy,https://www.udemy.com/course/business-analysis-certification/
Business Analyst,Scrum Master Certification,Udemy,https://www.udemy.com/course/scrum-master-certification-c/
Business Analyst,ECBA Business Analysis Certification,IIBA / Udemy,https://www.udemy.com/course/the-business-analysis-certification-program-iiba-ecba/

Data Scientist,Data Science Certification,Udemy,https://www.udemy.com/topic/data-science/
Data Scientist,Azure Data Scientist Associate,Microsoft,https://learn.microsoft.com/en-us/credentials/certifications/azure-data-scientist/

Data Engineer,Data Engineer Certification,DataCamp,https://www.datacamp.com/certification/data-engineer
Data Engineer,AWS Certified Data Engineer – Associate,AWS,https://aws.amazon.com/certification/certified-data-engineer-associate/
Data Engineer,Data Engineering Courses,edX,https://www.edx.org/learn/data-engineering
Data Engineer,Data Engineering Professional Certification,SAS,https://www.sas.com/en_in/training/programs/academy-data-ai-excellence/data-engineering-course-certification.html

role,certification_name,provider,link
Web Developer,HTML5 & CSS Fundamentals,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01330386999904665628599_shared/overview
Web Developer,JavaScript Essentials,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_17739732834840810000_shared/overview
Web Developer,Responsive Web Design,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01255430762840064023_shared/overview
Web Developer,Angular Framework Basics,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01280635098454425643_shared/overview
Web Developer,ReactJS Fundamentals,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_18109698366332810000_shared/overview
Web Developer,Node.js Development,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_32407835671946760000_shared/overview
Web Developer,UI/UX Design Basics,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_0127562264098324481391_shared/overview
Web Developer,Web Accessibility Standards,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_9436233116512678000_shared/overview
Web Developer,Advanced JavaScript Concepts,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_20858515543254600000_shared/overview

Software Engineer,Software Engineering Fundamentals,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01260589506387148827_shared/overview
Software Engineer,Object-Oriented Programming,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_013382690411003904735_shared/overview
Software Engineer,Data Structures & Algorithms,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01318222764601344033_shared/overview
Software Engineer,Software Testing & QA,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01384297011411353628269_shared/overview

Mobile App Developer,Android App Development,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_0138418887247626247150_shared/overview
Mobile App Developer,Flutter Mobile Development,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_0135015580075212808258/overview
Mobile App Developer,React Native Development,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_0135015567095234568077/overview
Mobile App Developer,Mobile App UI Design,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_0135015587681157128249/overview

Full Stack Developer,Full Stack Web Development,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_0130944125981818881917_shared/overview
Full Stack Developer,Backend Development with Java,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_0130944255397642242299_shared/overview
Full Stack Developer,Database Management Systems,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_0135015575966760968405/overview
Full Stack Developer,Cloud Integration for Full Stack Apps,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_0130944120216125441915_shared/overview
Full Stack Developer,DevOps for Full Stack Developers,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01350159491026124812898/overview

role,certification_name,provider,link
UI Designer,Figma Design & Prototyping from Scratch,Udemy,https://www.udemy.com/course/figma-diseno-de-prototipos-desde-cero/
UI Designer,UI/UX Design Course,Udemy,https://www.udemy.com/course/ui-ux-design-course-free-learn-online-by-prasad-kantamneni/
UI Designer,Master Figma 2024,Udemy,https://www.udemy.com/course/master-figma-in-2024-from-basics-to-pro-level-real-project-ui-ux/
UI Designer,UI/UX Certification Training,Simplilearn,https://www.simplilearn.com/ui-ux-certification-training-course?tag=UI%20Designer
UI Designer,Gen AI for UX/UI Design,Simplilearn,https://www.simplilearn.com/gen-ai-ux-ui-design-course?tag=UI%20Designer

UX Designer,UX Design Process for Beginners,Udemy,https://www.udemy.com/course/ux-design-process-for-beginners-from-user-research-to-usability/
UX Designer,Introduction to UX & User-Centered Design,Udemy,https://www.udemy.com/course/introduction-to-ux-and-user-centred-design-for-beginners/
UX Designer,Intro to UX Design,Udemy,https://www.udemy.com/course/introtoux/
UX Designer,UI/UX Design Course,Udemy,https://www.udemy.com/course/ui-ux-design-course-free-learn-online-by-prasad-kantamneni/
UX Designer,UI/UX Certification Training,Simplilearn,https://www.simplilearn.com/ui-ux-certification-training-course?tag=UX%20Designer
UX Designer,Gen AI for UX/UI Design,Simplilearn,https://www.simplilearn.com/gen-ai-ux-ui-design-course?tag=UX%20Designer

Graphic Designer,Introduction to Graphic Design,Udemy,https://www.udemy.com/course/introduction-to-graphics-design/
Graphic Designer,Graphic Design Intro,Udemy,https://www.udemy.com/course/graphic-design-intro/
Graphic Designer,Graphic Design Foundations,Udemy,https://www.udemy.com/course/graphic-design-foundation/
Graphic Designer,Graphic Design – The Easy Way,Udemy,https://www.udemy.com/course/graphic-design-the-easy-way/

Product Designer,Product Management for Beginners,Udemy,https://www.udemy.com/course/product-management-course-for-beginners/
Product Designer,Product Management A-Z,Udemy,https://www.udemy.com/course/product-management-a/
Product Designer,Product Evangelist & Product Strategy,Udemy,https://www.udemy.com/course/product-management-becoming-a-product-evangelist/
Product Designer,Product Manager Interview Preparation,Udemy,https://www.udemy.com/course/the-ultimate-product-manager-interview-practice-course/

role,certification_name,provider,link
SEO Specialist,SEO Tutorial – Become an SEO Expert,Udemy,https://www.udemy.com/course/seo-tutorial/
SEO Specialist,SEO with Unmiss,Udemy,https://www.udemy.com/course/seo-with-unmiss/
SEO Specialist,Complete SEO Marketing Course,Udemy,https://www.udemy.com/course/marketding-seo-course-become-an-seo-expert-today/
SEO Specialist,Local SEO & Business Marketing,Udemy,https://www.udemy.com/course/a-complete-resource-on-local-seo-and-business-marketing/
SEO Specialist,SEMrush ABCs & Keyword Research,Udemy,https://www.udemy.com/course/semrush-abcs-master-keyword-research-technical-seo-more/
SEO Specialist,SEO Fundamentals,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01384794812366848057585_shared/overview
SEO Specialist,Advanced SEO Techniques,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_0138417141098332162064_shared/overview
SEO Specialist,Technical SEO Concepts,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01384252000527974416526_shared/overview
SEO Specialist,Search Engine Optimization Basics,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_014157714245328896274/overview

Social Media Marketer,Social Media Marketing Masterclass,Udemy,https://www.udemy.com/course/social-marketing-media-masterclass/
Social Media Marketer,Digital Marketing Guide,Udemy,https://www.udemy.com/course/digital-marketing-guide/
Social Media Marketer,Social Media Manager Course,Udemy,https://www.udemy.com/course/become-a-kick-ass-social-media-manager/
Social Media Marketer,Social Media Ads Marketing,Udemy,https://www.udemy.com/course/social-media-marketing-ads/
Social Media Marketer,AI in Social Media Marketing,Udemy,https://www.udemy.com/course/social-media-marketing-ai-10-digital-marketing-courses/
Social Media Marketer,Social Media Marketing Fundamentals,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01384295459647488027425_shared/overview
Social Media Marketer,Advanced Social Media Strategies,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01384792115892224056249_shared/overview
Social Media Marketer,Digital Branding & Campaigns,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01384300012990464028373_shared/overview
Social Media Marketer,Content Strategy for Social Media,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01384218355959398414400_shared/overview
Social Media Marketer,Influencer & Social Campaigns,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01384216961246003214450_shared/overview
Social Media Marketer,Social Media Analytics,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01384325591464345634929_shared/overview

Performance Marketer,Jasper AI Content Marketing,Udemy,https://www.udemy.com/course/jasper-ai-content-marketing-jasperai/
Performance Marketer,Digital Marketing 2023,Udemy,https://www.udemy.com/course/digital-marketing-2023/
Performance Marketer,Website Marketing Strategies,Udemy,https://www.udemy.com/course/how-to-market-your-website-on-the-internet/
Performance Marketer,Performance Marketing Basics,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01384212383349145612740_shared/overview
Performance Marketer,Marketing Analytics & Optimization,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_0135015564518195208166/overview
Performance Marketer,Advanced Performance Marketing,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_0135015653921177608901/overview

Content Marketer,Content Marketing for Business Growth,Udemy,https://www.udemy.com/course/content-marketing-blog-to-business-success/
Content Marketer,Advantages of Content Marketing,Udemy,https://www.udemy.com/course/content-marketing-advantages-of-content-marketing/
Content Marketer,Content Marketing Funnel,Udemy,https://www.udemy.com/course/content-marketing-funnel-for-creators/
Content Marketer,Content Marketing in the AI Era,Udemy,https://www.udemy.com/course/content-marketing-in-the-ai-era-t/
Content Marketer,Building Content Marketing Teams,Udemy,https://www.udemy.com/course/building-a-content-marketing-team/
Content Marketer,Content Marketing Fundamentals,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01384214089522380813151_shared/overview
Content Marketer,Advanced Content Strategy,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_0138418073881722884489_shared/overview
Content Marketer,Content Planning & SEO Writing,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01384305379787571229769_shared/overview
Content Marketer,AI Tools for Content Marketing,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01384269692516761621885_shared/overview
Content Marketer,Content Marketing Analytics,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_0138417758327275523677_shared/overview

Skill,Platform,Certification_Link
C Language,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01350158637617152011936/overview
C Language,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_0135015556587356167864/overview
C Language,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01384252959627673616685_shared/overview
C Language,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_012996602861608960271_shared/overview
C Language,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01384323703937433634517_shared/overview
C Language,Udemy,https://www.udemy.com/course/c-programming-language-from-scratch/
C Language,Udemy,https://www.udemy.com/course/introduction-to-c-language/
C Language,Udemy,https://www.udemy.com/course/c-programming-tutorial-s/

Java,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01330391358620467231421_shared/overview
Java,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01384204825749913611359_shared/overview
Java,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01384793912231526456522_shared/overview
Java,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01384205303214080010965_shared/overview
Java,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01384201663044812810556_shared/overview
Java,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_014140469112938496234/overview
Java,Udemy,https://www.udemy.com/course/complete-java-programming-tutorial-from-beginner-to-advance/
Java,Udemy,https://www.udemy.com/course/java-programming-for-beginners-2026/
Java,Udemy,https://www.udemy.com/course/java-programming-basics/

Python,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_0135015551821660167117/overview
Python,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_013204562301591552112_shared/overview
Python,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_012664745277808640481_shared/overview
Python,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01329494214980403239095_shared/overview
Python,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_0133137340525527049806_shared/overview
Python,Udemy,https://www.udemy.com/course/python-for-beginners-zero-to-hero-e/
Python,Udemy,https://www.udemy.com/course/learn-python-in-a-weekend/

C++,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01330401914073907237488_shared/overview
C++,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01384298002880102428564_shared/overview
C++,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01297200240671948837_shared/overview
C++,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01384320264984166433174_shared/overview
C++,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01384204354990899210819_shared/overview
C++,Udemy,https://www.udemy.com/course/free-learn-c-tutorial-beginners/
C++,Udemy,https://www.udemy.com/course/learn-c-in-50-minutes/
C++,Udemy,https://www.udemy.com/course/complete-modern-c-programming-beginner-to-advanced/

Data Science,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_014486182667272192119672/overview
Data Science,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_0141687577445335044/overview
Data Science,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01350158277998182411504/overview
Data Science,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_12666306402263577000_shared/overview
Data Science,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01330396088218419235107_shared/overview
Data Science,Udemy,https://www.udemy.com/course/data-science-roadmap-2024-how-to-get-into-data-science/

Data Structures,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01384203240484864010470_shared/overview
Data Structures,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_0135015662906327049522/overview
Data Structures,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_012889695666700288926_shared/overview
Data Structures,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_014157708173582336368/overview
Data Structures,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01350157821276160010638/overview
Data Structures,Udemy,https://www.udemy.com/course/data-structure-and-algorithm-tutorial/
Data Structures,Udemy,https://www.udemy.com/course/data-structures-and-algorithms-using-c/
Data Structures,Udemy,https://www.udemy.com/course/data-structures-made-easy-for-beginners/

C#,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_0138419339684085767834_shared/overview
C#,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01384262534014566419185_shared/overview
C#,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_013177172514062336233_shared/overview
C#,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_0138417356575866882326_shared/overview
C#,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_9339791338050886000_shared/overview
C#,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_33493780988125323000_shared/overview
C#,Udemy,https://www.udemy.com/course/a-beginners-guide-to-c-fundamental-programming/
C#,Udemy,https://www.udemy.com/course/basics-of-object-oriented-programming-with-csharp/
C#,Udemy,https://www.udemy.com/course/understandingc/
C#,Udemy,https://www.udemy.com/course/programming-fundamentals-the-basics-with-c-for-beginners/

Artificial Intelligence,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_0135015682173009929437/overview
Artificial Intelligence,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01416902564387225612/overview
Artificial Intelligence,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_01384213480230912013031_shared/overview
Artificial Intelligence,Udemy,https://www.udemy.com/course/artificial-intelligence-from-scratch-to-mastery/
Artificial Intelligence,Udemy,https://www.udemy.com/course/artificial-intelligence-masterclass-p/
Artificial Intelligence,Udemy,https://www.udemy.com/course/web-development-free-course-with-artificial-intelligence/

Machine Learning,Udemy,https://www.udemy.com/course/machine-learning-from-scratch-c/
Machine Learning,Udemy,https://www.udemy.com/course/become-machine-learning-engineer/
Machine Learning,Udemy,https://www.udemy.com/course/principles-of-machine-learning/
Machine Learning,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_0130828974237040647635_shared/overview
Machine Learning,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_0135015579910389767498/overview
Machine Learning,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_0135015557467832327955/overview

